,realValues,predictValues,MRE,BRE,IBRE
100,0.010227203135525753,0.03764271,2.6806455696682012,2.6806455696682012,0.7283085314595649
103,0.017718986669932837,0.05398711,2.0468507695531106,2.0468507695531106,0.6717922617041489
45,0.005164635515544941,0.085035704,15.46499618808389,15.46499618808389,0.939265093743312
57,0.04064343601363627,0.0787217,0.9368859973461529,0.9368859973461529,0.4837073522292165
156,0.27519546002000533,0.118364975,0.569887617885222,1.3249737547270708,0.569887617885222
276,0.016412517606711988,0.08384502,4.10860194332564,4.10860194332564,0.8042517285367097
16,0.03964317063710781,0.16106173,3.062786385969447,3.062786385969447,0.7538635052402874
192,0.08671688407128422,0.08303833,0.0424202741202662,0.044299469771349284,0.0424202741202662
127,0.02761957253965338,0.1122483,3.0640853997609034,3.0640853997609034,0.7539421784643522
264,0.03649947945373262,0.056805164,0.5563280482920224,0.5563280482920224,0.35746194313117946
68,0.09339212444117828,0.043818288,0.530813890211895,1.1313503940933425,0.530813890211895
288,0.18513074897421763,0.2328462,0.25773920192254773,0.25773920192254773,0.20492261156253555
160,0.4298283217996612,0.21761626,0.49371353860401007,0.975166385533375,0.49371353860401007
48,0.009778104395043584,0.028076664,1.871381044730015,1.871381044730015,0.6517355292028034
121,0.32931185824810666,0.14655958,0.5549520082871539,1.246948685581801,0.5549520082871539
239,0.04399126298813971,0.047915827,0.08921236236970824,0.08921236236970824,0.08190538911587118
43,0.502521077020434,0.20591968,0.5902267737693111,1.4403741776848857,0.5902267737693111
204,0.16390062669687874,0.091935694,0.4390766156879334,0.7827746675714549,0.4390766156879334
242,0.054504256231245024,0.054598335,0.0017260843825139382,0.0017260843825139382,0.0017231101489964041
178,0.0461959295323249,0.08303833,0.7975248234808261,0.7975248234808261,0.4436794491307525
61,0.06418029273072448,0.094556764,0.4732990415752616,0.4732990415752616,0.321251170481457
12,0.0365607201910711,0.14345928,2.9238634965377837,2.9238634965377837,0.7451491365888878
108,0.03909200400106151,0.04821643,0.233408975564235,0.233408975564235,0.18923891441398
18,0.05082981199093638,0.043818288,0.13794118382305995,0.16001365711309787,0.13794118382305995
212,0.30814297670810625,0.20579776,0.3321354785455936,0.49730966068133586,0.3321354785455936
15,0.03888786820993325,0.024724765,0.3642036478849143,0.5728306660982379,0.3642036478849143
254,0.12968746810378262,0.13855094,0.0683448385689441,0.0683448385689441,0.06397263889110236
261,0.014187437483413968,0.052198324,2.6791932590734615,2.6791932590734615,0.7282012850143589
354,0.15544940494416884,0.26440766,0.700924262993444,0.700924262993444,0.4120843462835274
342,0.14730438687815134,0.15556154,0.056055015382540783,0.056055015382540783,0.05307963559288212
59,0.053830608120521775,0.043818288,0.18599679473622266,0.22849639108724454,0.18599679473622266
198,0.10790617919039745,0.31270313,1.8979168290041901,1.8979168290041901,0.6549245340682777
134,0.052932410639557434,0.12516132,1.3645497807263869,1.3645497807263869,0.5770865100193403
110,0.0544838426521322,0.056183342,0.031192719817730998,0.031192719817730998,0.030249166056219332
247,0.07555065629656849,0.04132489,0.45301744318699333,0.8282118644267178,0.45301744318699333
196,0.10519117316839162,0.1265047,0.20261710698561086,0.20261710698561086,0.1684801470132714
81,0.5192193847347256,0.59331125,0.1426985733842295,0.1426985733842295,0.12487857840026152
223,0.017269887929450674,0.014594957,0.15488987003869215,0.18327773451938573,0.15488987003869215
154,0.27237838610243537,0.16297925,0.40164398681560864,0.6712458435540728,0.40164398681560864
245,0.06905913813868986,0.03739802,0.45846382280227493,0.8465986984926422,0.45846382280227493
300,0.04803315165247923,0.2601152,4.415326650300737,4.415326650300737,0.8153389325195248
234,0.02774205401433033,0.019812793,0.28582099474818495,0.4002091809565394,0.28582099474818495
106,0.0371118868271174,0.05276919,0.4218946023668983,0.4218946023668983,0.29671299241491517
318,0.19697062485965663,0.21133474,0.07292513950079366,0.07292513950079366,0.06796852531083761
163,0.7124339110376222,0.4246927,0.40388479016401024,0.6775280742713002,0.40388479016401024
52,0.01514687570171678,0.043818288,1.892892792830972,1.892892792830972,0.654325247559069
20,0.055402453712209365,0.14658229,1.6457725372892928,1.6457725372892928,0.62203855928426
282,0.08010288443872865,0.05556114,0.30637778440883406,0.4417069948483584,0.30637778440883406
299,0.0436646457223345,0.19314674,3.4234124022897796,3.4234124022897796,0.7739301903023218
353,0.12968746810378262,0.043818288,0.662123964696902,1.9596653669234976,0.662123964696902
74,0.10572192622532509,0.10548094,0.002279442723687258,0.0022846504535397483,0.002279442723687258
69,0.09355543307408089,0.12352086,0.32029594142358153,0.32029594142358153,0.2425940513595983
314,0.14397697348276073,0.19219503,0.3349011541046725,0.3349011541046725,0.25088086340691873
334,0.01616755465735808,0.043818288,1.71026067207144,1.71026067207144,0.6310318006290869
273,0.0053687713066731995,0.024148062,3.4978749311808848,3.4978749311808848,0.7776727865268906
219,0.012901381999305938,0.019812793,0.5357108673057224,0.5357108673057224,0.34883575984949744
215,0.6032825035213424,0.1459646,0.7580493519317316,3.133074277684272,0.7580493519317316
235,0.031089880988833772,0.03662081,0.17790128051921558,0.17790128051921558,0.1510324196615163
27,0.07330516259415763,0.043818288,0.4022482728263489,0.6729353585112987,0.4022482728263489
333,0.014391573274542225,0.10635726,6.39024563260535,6.39024563260535,0.8646865003257732
216,0.005082981199093637,0.008242615,0.6216102803507484,0.6216102803507484,0.38332902046988526
220,0.014187437483413968,0.037108332,1.6155767707944775,1.6155767707944775,0.6176751486838402
324,0.2956090391328312,0.11624671,0.6067552329304428,1.5429454724902159,0.6067552329304428
77,0.1582664788617388,0.14697273,0.07135906596998993,0.07684247307548031,0.07135906596998993
3,0.014534468328332007,0.043818288,2.0147843430907035,2.0147843430907035,0.668301315717058
214,0.5880743870822872,0.17141351,0.7085172984861842,2.4307353225645927,0.7085172984861842
179,0.04680833690570968,0.06788113,0.4501931529591242,0.4501931529591242,0.3104366835828065
0,0.007103925531263397,0.036388807,4.122351978295321,4.122351978295321,0.8047771796555081
349,0.038847041051707595,0.043818288,0.12796975947481926,0.12796975947481926,0.11345140984488959
124,0.005940351521832323,0.11043594,17.59080896465127,17.59080896465127,0.9462099792482721
33,0.20480943923898176,0.17809641,0.1304286839799701,0.14999193462007637,0.1304286839799701
166,0.012431869679710944,0.09636797,6.751687605466162,6.751687605466162,0.8709958333079829
71,0.09733194520995367,0.13965654,0.43484796723663394,0.43484796723663394,0.3030620505907015
